Equipment_ID,Equipment1,Current_Location,Current_Lat,Current__long,Allocated,Allocated_Lat,Allocate_Long,ON_Number,Lifeboat_No,MMSI,Class,Launch_Method,Product_ID,Model_ID,On_Service
OB02007402,B-Class A85 Binny,Galway ILB B,53.26916,-9.04687,Galway ILB B,53.26916047,-9.046869817, ,B-853,235088863,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,04/10/2011
OB02002791,B-Class A75 The Eric Rowse,Lough Ree ILB B,53.464033,-7.928379, , , , ,B-772, ,B-Class,Atlantic 75,Atlantic75,MK1Atlantic75,01/03/2001
OB02002138,ON1192 Mersey ALB Fisherman's Friend,Clifden ALB,53.485853,-10.029778, , , ,ON1192,Dec-33,232002576,Mersey,Afloat Boat,AfloatBoat,MK1FRCMersey,01/06/1993
OB02012494,B-Class A85 Joyce King,Clifden ILB B,53.485853,-10.029778,Clifden ILB B,53.48585328,-10.02977766, ,B-869,235098756,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,01/05/2013
OB02004472,D-Class ILB Grﬂinne Uaile,Clifden ILB D,53.485853,-10.029778,Clifden ILB D,53.48585328,-10.02977766, ,D-679,235096939,D-Class,IB1 variant,IB1,MK2IB1,01/07/2007
OB02002141,D-Class PUB Peterborough Beer Festival I,Achill Island ALB,53.882786,-9.944697, , , , ,D-523, ,D-Class,EA16 variant,EA16,MK1BBEA16,01/06/1997
OB02002121,ON1240 Trent ALB Sam and Ada Moody,Achill Island ALB,53.882786,-9.944697,Achill Island ALB,53.882786,-9.944697,ON1240,14-28,232003138,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1998
OB02002202,ON1235 Severn ALB  Bryan and Gordon,Ballyglass ALB,54.253746,-9.893222,Ballyglass ALB,54.253746,-9.893222,ON1235,17-15,232003133,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1997
OB02004807,D-Class ILB The Western,Ballyglass ILB D,54.253746,-9.893222,Ballyglass ILB D,54.253746,-9.893222, ,D-687,235096943,D-Class,IB1 variant,IB1,MK2IB1,29/11/2007
OB02016849,B-Class A85 Sheila and Dennis Tongue,Sligo Bay ILB B,54.305059,-8.567927,Sligo Bay ILB B,54.30505867,-8.567927267, ,B-888, ,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85, 
OB02006049,B-Class A85 William Henry Liddington,Bundoran ILB B,54.477009,-8.289091,Bundoran ILB B,54.4770087,-8.289091254, ,B-834,235101864,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,01/07/2009
OB02002144,ON1244 Severn ALB Myrtle Maud,Arranmore ALB,54.99713,-8.498311,Arranmore ALB,54.99713005,-8.498311416,ON1244,17-22,232003142,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1999
OB02026483,ON1315 Shannon ALB Derek Bullivant,Lough Swilly ALB,55.140876,-7.473457,Lough Swilly ALB,55.14087581,-7.47345683,ON1315,13-Aug,235106575,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,01/01/2016
OB02004612,B-Class A85 Minnie and Ernest George Barry,Lough Swilly ILB B,55.140876,-7.473457,Lough Swilly ILB B,55.14087581,-7.47345683, ,B-819,235089703,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,25/07/2007
OB02024939,D-Class ILB Gladys Maud Burton,Poole ILB D,50.712714,-1.991972, , , , ,D-804, ,D-Class,IB1 variant,IB1,MK2IB1,19/01/2017
